last_name, first_name,player_id,year,slg_percent,on_base_percent,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,iz_contact_percent,in_zone_percent,edge_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,f_strike_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,n_bolts,hp_to_1b,sprint_speed
Pujols, Albert,405395,2022,0.550,0.345,91.2,16.4,34.5,12,7,22.5,26.7,29.1,2.7,47.3,102.064436899,63.5,12,34.9,36,64,53.4,71.7,6.6,88,46.6,42.9,21.3,48.2,52.3,30.2,17.4,60.6,38,29.5,20.5,12,,5.08,22.6
Cabrera, Miguel,408234,2022,0.317,0.305,89.9,5,35.2,4.7,3.7,28.9,18.3,41.9,2,38.2,99.360961867,71,19.4,31.6,42.3,57.7,52.7,81,7.1,80.6,47.3,43.7,27,50.2,31.6,39.9,28.6,61.9,52.5,19.6,25.9,2,,5.13,23.1
Molina, Yadier,425877,2022,0.302,0.233,84.7,16.9,34.1,3.1,4.9,27.4,31.8,30,2.7,26,95.0195225,75.2,18.5,41.3,28.6,71.4,48.9,74.6,7.2,81,51.1,45.5,22,58.6,36.3,38.6,25.1,70,39,29.6,20.2,11.2,,5.07,21.8
Suzuki, Kurt,435559,2022,0.295,0.264,85.2,24.1,31,3.5,7.1,20.4,39.8,23.9,5.3,26.5,95.157941429,68,12.6,27.2,43,57,48.9,76.2,10.6,87.4,51.1,42,21.1,48.1,45.1,38.9,15.9,61.6,30.1,30.1,21.2,18.6,,5.01,24.2
Cruz Jr., Nelson,443558,2022,0.337,0.312,90.9,7.2,28,9.3,4.5,25.6,17.2,39.8,2.4,46.1,102.29838061,72.5,23.3,31,50.6,49.4,52.2,81,6.1,76.7,47.8,44.4,32,50.8,32.8,37.3,29.8,61.5,53,19.3,22.9,4.8,,4.81,25.5
Peralta, David,444482,2022,0.415,0.316,90.3,15.1,35,8.5,9.1,26.9,25.7,28.1,1.8,44.4,101.233296566,69,14.3,33.1,49.5,50.2,51.7,70.5,7,85.7,48.3,44.4,26.2,50.4,38.1,39.6,22.4,61,36.3,28.4,26.3,9.1,,4.44,27.6
Longoria, Evan,446334,2022,0.451,0.315,91.1,18.2,33.3,12.4,10.2,23.1,25.8,25.3,3.2,46.8,101.592486559,62.8,22.5,26,46.1,53.9,50,74.1,7.2,77.5,50,44,29.4,44.4,43,32.8,24.2,58.9,37.1,29,24.2,9.7,,4.71,25.3
Blackmon, Charlie,453568,2022,0.419,0.312,86.2,12.4,36.7,4.4,4,27.1,25.2,32.2,6.5,30.6,97.426435333,70,16.6,32.1,32.6,67.1,48.7,82.7,7.8,83.3,51.3,43.9,21.4,51.5,43,36,21,59.7,44.4,23.8,25.7,6.1,1,4.36,27.9
Maldonado, Martin,455117,2022,0.352,0.245,88.4,14.7,31.6,8.1,6,21.4,29.1,29.9,5.1,40.2,98.987733509,69.1,20.3,31,58.8,41.2,50,78.5,7.1,79.7,50,42.1,32.2,49.9,41.9,35,23.1,66.5,43.6,29.5,20.9,6,,5.07,22.4
Chirinos, Robinson,455139,2022,0.287,0.264,84.8,17.6,30.8,6.9,5.4,16.9,32.3,31.5,6.9,33.1,97.472003281,72,21.9,31.1,56.7,42.6,53.1,78.6,4.9,77.1,46.9,42.9,33.3,50.3,49.2,35.4,15.4,63.2,40.8,25.4,20.8,13.1,,5.11,23.7
Cain, Lorenzo,456715,2022,0.234,0.231,87.9,3.8,21.8,0,8.2,19.1,19.1,48.2,5.5,36.4,99.010785455,73.7,17.4,32.2,45,55,49.9,80.5,6.6,82.6,50.1,42.7,25.8,53,34.5,41.8,23.6,66,59.1,15.5,20,5.5,2,4.4,28.3
Solano, Donovan,456781,2022,0.385,0.339,88.3,10.7,36.1,5.9,6.8,31.1,19.2,31.1,4.6,41.2,98.956029815,66.5,12,32.2,40.5,59.5,48.9,78.7,7.6,88,51.1,41.8,20.9,49.5,34.2,38.4,27.4,63.7,45.2,23.3,27.4,4.1,,4.62,25.8
McCutchen, Andrew,457705,2022,0.384,0.316,89.1,13.2,36.2,8.6,5.8,24.1,26.3,31.9,3,40,99.92693269,68.5,16.8,20.7,49.2,50.8,49.4,81.3,8.2,83.2,50.6,44.5,24.2,44.9,43.3,37,19.7,57.4,41.8,28.1,24.1,6.1,15,4.38,28.9
Turner, Justin,457759,2022,0.438,0.350,89.5,18.4,40.6,8,6.2,27.1,33.1,22.7,2.6,40.6,99.002545648,70.4,16.1,26.6,31.1,68.9,50.7,79.4,7.9,83.9,49.3,43.6,20.3,48.2,34.6,35.7,29.7,57.8,32.8,33.3,27.9,5.9,,4.87,25.0
Votto, Joey,458015,2022,0.370,0.319,89.7,14.2,32.9,11.1,3.1,24.9,26.2,30.7,3.1,41.3,100.424827857,70.8,23.1,22.9,49.4,50.6,50.5,84.3,7.7,76.9,49.5,42.5,29.6,46.5,37.8,39.1,23.1,57.7,44.9,31.1,20,4,,4.75,25.3
Andrus, Elvis,462101,2022,0.404,0.303,87.9,11.9,29.1,4.5,3.6,26.9,26,33.6,5,34.8,98.336003699,62.4,14.2,29.4,36.2,63.8,50.9,66.3,8.4,85.5,49.1,41.6,21.4,45.6,37.5,38.6,23.9,61.2,46.5,22.1,22.8,8.6,,4.6,26.0
Santana, Carlos,467793,2022,0.376,0.316,90.7,15.4,31.6,9.3,7.2,23.8,28.7,28.7,2.3,44.9,100.993708488,63.8,16.9,21.7,34.2,65.8,50.2,78.2,7.6,82.9,49.8,43,21.3,42.6,47,34.2,18.8,57.6,39.1,28.4,22.6,9.9,,4.68,25.7
Belt, Brandon,474832,2022,0.350,0.326,88.4,23.4,38.5,12.6,6.3,20.1,35.1,17.8,8,38.5,99.264489048,75.5,24.2,21.2,58.6,39.8,52.4,89.9,6.6,75.3,47.6,41.7,32.4,47.1,36.8,33.9,29.3,58.9,29.3,37.9,22.4,10.3,,4.8,24.3
Lowrie, Jed,476704,2022,0.263,0.245,86.2,16.3,26.9,3.1,3.8,22.3,36.2,30.8,3.8,30.8,96.195900923,72.9,19.2,23.6,43.8,56.2,51.9,84.3,7,80.8,48.1,42.9,25.6,47.3,45.4,32.3,22.3,54.3,41.5,29.2,21.5,7.7,,4.92,25.0
Brantley Jr., Michael,488726,2022,0.416,0.368,89.8,10.7,39.5,6,6.5,32.1,20.9,30.2,2.8,45.1,99.739801321,62.4,8.9,21.7,23.2,76.8,51.4,59.3,8.1,91.1,48.6,42.6,12.7,41.5,37.2,41.9,20.9,60.1,44.2,22.8,30.7,2.3,,4.72,25.2
Gurriel, Yuli,493329,2022,0.360,0.288,88.2,14.6,30.3,1.9,4.4,25.9,32.8,32,2.3,35.6,98.291200127,63.1,8.2,34.9,24.7,75.3,51.7,75,6.6,91.8,48.3,46.6,14.3,48.5,29.5,39.4,31.2,64,41.7,24.6,23.8,9.9,,4.45,26.8
Rojas, Miguel,500743,2022,0.323,0.282,86.1,10.1,33.1,1.9,5.6,28.3,23.9,36.5,3.6,27.1,96.249960631,66.2,6.5,30.4,34.4,65.2,51.2,72.4,8,92.8,48.8,44.3,15.5,47.9,32.4,36.5,31.2,62.7,47.1,19.6,26.8,6.5,,4.61,26.4
Escobar, Eduardo,500871,2022,0.430,0.295,88.3,20.6,38.7,9.4,8.9,23.7,33.3,21,3.5,37.6,99.290072903,73.6,20.8,33.9,40.7,59.3,53.4,76.7,6.2,79.2,46.6,41.8,27.7,52.4,40.6,37.9,21.5,63.9,30.9,32.8,26.9,9.4,,4.29,27.9
Pham, Tommy,502054,2022,0.374,0.312,92.2,7.7,33.2,7.9,8.2,23.5,21.7,36,2.3,48.5,102.514437436,60.8,17,21.6,53.1,46.5,48,74,8,82.8,52,43.2,26,42,34.2,39.8,26,62.5,48.2,22.4,24.7,4.6,1,4.54,27.9
Martinez, J.D.,502110,2022,0.448,0.341,89.1,14.1,42,12.5,8.9,23.2,24.2,27.5,3.6,41.7,100.92394699,74.9,21,31.9,48.6,51.4,53.4,90.9,6.4,79,46.6,41.6,30.1,51.9,31.6,38.9,29.5,63,38.2,30.8,26.7,4.3,,4.68,26.1
Goldschmidt, Paul,502671,2022,0.578,0.402,90.8,15.7,31.8,11.6,9.9,23.8,24.1,26.9,3.3,47.4,102.244608246,59.7,21.6,25.1,38.2,61.5,52,66.5,6.7,78.4,48,43.3,26.8,41.7,36.3,36.3,27.4,60,40.8,28.8,22.9,7.5,,4.61,26.2
Gonzalez, Marwin,503556,2022,0.321,0.251,88,19.4,34.1,5.9,5.9,25.2,29.6,25.9,6.7,37.3,98.901115758,63.1,13.9,37.6,37.7,59.7,51.5,75.7,9,85.7,48.5,44.2,23.1,50,47.4,28.9,23.7,60.4,37.8,24.4,24.4,13.3,,4.55,26.3
Altuve, Jose,514888,2022,0.533,0.387,85.9,16.1,35.4,7.7,6.6,22.2,25.6,29.7,7.5,29.7,97.300246419,64,10.7,28.7,26,72.6,55.8,66.8,8,88.4,44.2,39.2,16.2,44.3,46.9,36.3,16.8,62.1,41,25.6,23.6,9.8,36,4.24,28.0
Hernandez, Cesar,514917,2022,0.318,0.310,84.8,9.3,33.3,2.4,4.9,26.6,23.9,33.5,8,29.7,96.449267051,68.7,13.5,25.8,39.4,57.9,49.4,78.4,7.1,84.9,50.6,45.1,20.4,47.5,32.8,35.5,31.7,64.7,48.6,19.3,26.4,5.8,19,4.26,28.3
Segura, Jean,516416,2022,0.387,0.336,87.6,4.3,28.3,4.4,4,23.9,17.5,45.1,4,38.4,99.507672313,64.4,11.4,34.7,30.5,69.1,52.5,67,7.3,88.4,47.5,40.5,18.5,48.8,25.6,45.8,28.6,62.3,56.2,15.8,20.9,7.1,3,4.31,27.7
Marte, Starling,516782,2022,0.468,0.347,86.8,7.5,38.5,6.8,7,25.7,17.1,38.8,4.6,33.9,99.153544837,67.5,16.4,32.8,39.3,59.5,50.9,79.5,6.6,82.7,49.1,44.8,24,49.8,38.8,37.1,24.1,62.8,50.1,20.1,26,3.8,13,4.28,28.0
d'Arnaud, Travis,518595,2022,0.472,0.319,88.5,11.8,35,8.5,6.2,22.5,24.8,32.4,4.6,38.9,99.567378882,70.1,20.5,35.6,39.5,60.5,50.1,72.7,8.5,79.5,49.9,44.1,26.9,52.8,38.9,35.6,25.5,65.7,45.4,25.2,22.9,6.5,,4.69,26.1
Donaldson, Josh,518626,2022,0.374,0.308,90.7,12,34.8,9.8,6.3,21.4,26.5,33,2.7,43.3,100.977600417,66.5,27.5,29.4,45.5,54.2,51.7,78.1,6.3,72.5,48.3,43.9,33.2,47.3,42.3,39.9,17.9,63.9,43.5,25.9,24.1,6.5,,4.58,25.7
Freeman, Freddie,518692,2022,0.511,0.407,91.3,13.6,42.9,9.9,8.5,30.4,21.7,27.5,1.5,47.8,100.761588016,74,14.1,27.1,32.5,67.5,52.8,88.7,6.8,85.9,47.2,43.4,19.5,49.3,34.6,35,30.4,59.8,38.9,28.4,29.8,2.9,,4.48,26.9
Grandal, Yasmani,518735,2022,0.269,0.301,90,12.1,30,4.8,6.4,24.4,26,36,2.4,40,99.46926856,58.7,14.7,20.7,41.4,58.6,49.8,65.6,7.9,85.3,50.2,40.2,21.6,39.7,35.2,34.4,30.4,55.3,43.6,22,27.2,7.2,,5.26,22.0
Heyward, Jason,518792,2022,0.277,0.278,87.6,13.1,26.7,4.8,3.8,21.9,27.6,38.1,3.8,38.1,99.795272642,66.5,22.7,30.9,37.9,62.1,50.9,59.5,7.6,76.2,49.1,41.5,27.8,48.4,51.4,31.4,17.1,60.3,45.7,21,21,12.4,,4.43,27.0
LeMahieu, DJ,518934,2022,0.377,0.357,89.2,3,32.8,5.3,6.8,25.8,16.3,42.4,3.3,41.1,99.499628485,54,10.7,24.4,26.6,73.4,49.3,61.3,7.8,89.1,50.7,42.6,15.7,39.5,24.8,37.8,37.3,63.6,54.6,17,25.6,2.8,,4.7,26.4
Moustakas, Mike,519058,2022,0.345,0.295,87.6,19.4,36.1,6.1,5.6,22.8,36.7,25.6,3.3,33.9,98.852222556,74.2,19.2,37.4,45.9,53.6,54.2,82.4,5.9,80.8,45.8,46.1,29.2,54.3,38.3,38.9,22.8,56.8,35,25.6,23.3,16.1,,4.77,25.0
Rizzo, Anthony,519203,2022,0.480,0.338,89.4,19.3,34.2,10.9,7.7,21.6,31.7,23.8,4.4,41,99.618112951,64.1,14.9,29.6,38.3,61.7,52.2,69.9,7.4,84.7,47.8,42.3,22.8,46.1,45.9,30.9,23.2,57.2,33.3,35,21.6,10.1,,4.66,25.5
Stanton, Giancarlo,519317,2022,0.462,0.296,95,10.8,26.9,19.3,4.5,20.5,19.7,34.5,1.1,52.3,107.816149318,62,29,26.8,51.7,48.3,53.4,72.6,7.3,71,46.6,43,36.5,43.1,32.6,41.7,25.8,58.1,47,24.6,20.8,7.6,,5.04,24.5
Vogt, Stephen,519390,2022,0.321,0.241,87,21,38.9,7.9,4,22.2,40.5,21.4,4,27.8,96.256857778,65.4,17.3,30.5,44.9,54.2,54.2,70.9,7.7,82.7,45.8,40.5,27.1,46.5,41.3,40.5,18.3,60.2,31,35.7,23.8,9.5,,4.57,25.7
Perez, Salvador,521692,2022,0.465,0.292,91.4,17.8,34.8,11.2,8,22.4,31,25.1,2.4,49,101.468749294,77,22.2,43.2,44.1,55.9,58,87.6,5.2,77.8,42,39.2,31.8,57.4,42.2,35.1,22.7,60.7,36.9,34.2,21.2,7.7,,4.78,25.3
Flores, Wilmer,527038,2022,0.394,0.316,87.8,20.7,35.7,6.3,5.4,24.5,35.9,24.7,3.3,35.4,97.672013814,66.4,12.4,26.6,33.7,66.3,52.3,74.4,6.9,87.6,47.7,42,18.9,45.6,46.6,32.2,21.2,64.2,34.7,31.5,24.2,9.6,,4.71,25.2
Garcia, Avisail,541645,2022,0.317,0.266,88.7,2.8,27.6,6.4,8.8,20,16,42.4,5.6,44.8,101.460367339,82,21.6,40.7,61,39,55.7,87.9,7.2,78.4,44.3,43,36.7,59,31.2,42.4,26.4,65.8,56,22,19.6,2.4,,4.54,28.3
Bethancourt, Christian,542194,2022,0.409,0.282,90.1,9.4,31.4,11.7,6.3,24.3,21.3,31.4,4.6,44.8,101.959454237,81,26.8,44.3,49,50.2,50.5,90.2,7.4,73,49.5,43.5,34.7,62.5,35.6,41.4,23,67.6,46.4,23.8,23.8,5.9,,4.43,28.1
Ozuna, Marcell,542303,2022,0.413,0.274,89.4,16.5,31.8,13.1,4,23.9,28.7,25.6,4.3,43.8,101.775141886,68.2,19.7,33.3,44.6,55.4,53.9,80,6.2,80.3,46.1,39.8,28.7,49.4,41.2,37.2,21.6,61.5,38.4,30.7,20.7,10.2,,4.67,26.6
Villar, Jonathan,542340,2022,0.302,0.259,89.6,-0.7,24.7,2.7,6.2,24,16.4,43.8,4.1,40.4,100.671592429,75.1,28.1,29.1,50.7,49.3,52.5,85.5,7.1,70.3,47.5,43.6,34.9,51,30.1,42.5,27.4,61.4,61.6,17.8,19.2,1.4,,4.42,26.8
Ortega, Rafael,542364,2022,0.358,0.329,87.2,17.1,37.6,4.8,5.2,26.8,33.2,26,3.6,33.7,97.447746423,67.4,10.7,25.9,38,59.6,53.2,78.5,7.1,88.7,46.8,42.7,19.3,45.4,40.4,35.2,24.4,59.6,34.4,33.2,24.8,7.6,,4.53,27.0
Aguilar, Jesus,542583,2022,0.379,0.278,87.7,19.1,39.7,6.9,7.7,27.1,30.3,25.1,2.6,36,98.459753543,64.9,17.6,36.2,41.6,57.9,53.7,67.7,6.4,82.2,46.3,43.1,27,49.5,36.3,39.1,24.6,60.9,32.9,30.9,26.9,9.7,,5.01,23.9
Berti, Jon,542932,2022,0.338,0.324,88,4.7,30.7,5.9,5.2,23.3,19.6,41.5,4.1,37,98.782159778,65.5,16.9,22.3,48.2,51.8,48.7,81.5,8.6,83,51.3,42.8,24.5,44.5,30,40.7,29.3,61.9,53,21.5,22.2,3.3,35,4.26,29.6
Crawford, Brandon,543063,2022,0.344,0.308,88.1,12.3,31,6.7,5.4,23.6,25.2,34.2,4.2,35.1,97.909462452,76.3,24.6,26.1,52,47.6,51,85.5,7.6,75.1,49,41.5,31.8,50.7,34.8,40.9,24.3,60.8,47.3,23.6,21.7,7.3,,4.54,25.3
Cron, C.J.,543068,2022,0.468,0.315,88.7,14.2,36.8,10.8,5.5,24.3,26.7,28.4,4.1,42.3,101.410198894,63,16,33.2,39.3,60.5,51.2,76.4,7.8,84,48.8,45.4,24.3,47.7,33.7,40.6,25.7,61.8,39.2,27.9,26,7,,4.84,25.2
Gomes, Yan,543228,2022,0.365,0.259,85.3,9.4,37.9,3.4,6,24.3,25.1,34.5,5.5,28.9,96.735466466,70.5,11.2,39.1,33.2,66.8,52.1,68.7,8.3,88.8,47.9,43.2,19.4,54.2,40.9,35.3,23.8,63.1,46.4,21.3,26.8,5.5,,4.72,26.3
Grossman, Robbie,543257,2022,0.311,0.310,86.7,21.1,38.5,3.5,7.7,26.9,37.4,22.4,2.1,30.4,96.176090559,63,16.1,19.2,48.9,50.5,50.4,74.1,7.6,83.9,49.6,42.6,23.9,40.9,46.2,32.9,21,62.1,31.8,32.2,27.6,8.4,,4.39,27.9
Harrison, Josh,543281,2022,0.370,0.315,87.4,14.7,32,3.8,5.3,26,28.8,33.2,2.8,32.3,96.783559748,72.9,17.4,35,30.5,69.5,48.2,75.2,8.4,82,51.8,43.4,21.5,54.7,35.1,39.8,25.1,59.8,43.9,28.2,21.6,6.3,,4.49,27.0
Hicks, Aaron,543305,2022,0.313,0.329,87.9,14.8,25.2,5.8,2.9,26.3,30.9,29.5,4,33.1,98.078223577,62.5,19.8,20.5,43.1,56.4,51,75.7,7.1,79.5,49,43.9,25.8,41.1,44.2,32,23.7,55.8,44.6,23.7,20.5,11.2,,4.26,27.9
Higashioka, Kyle,543309,2022,0.389,0.262,90.9,17.2,36.6,9.8,4.9,26.8,30.1,23,4.9,48.1,101.231678333,71.9,17.9,28.6,49.2,49.2,49.3,81.3,8.8,81.5,50.7,39.5,26.8,50.6,44.3,41,14.8,61.7,36.1,28.4,25.1,10.4,,4.72,25.9
Hosmer, Eric,543333,2022,0.382,0.334,88.4,3.1,29.3,5.7,5.7,22.4,15.5,43.8,5.7,39.7,101.224912803,66.8,9.9,33.8,33.8,65.5,54.1,68.1,7,90.1,45.9,41.7,18.8,49,36,39.4,24.6,58.3,57.1,15.1,21.5,6.3,,4.57,25.8
McCann, James,543510,2022,0.282,0.257,90.2,16.3,33.8,6.9,9.2,24.6,29.2,26.2,3.8,40.8,100.237659692,68.9,17.8,35,48,52,50.9,70.8,9.1,82.2,49.1,41.5,28.3,51.6,30,45.4,24.6,60.7,36.9,30.8,26.2,6.2,,4.76,26.1
Miller, Brad,543543,2022,0.320,0.270,91.1,14.1,27.5,7.8,4.6,22.9,29.4,33.3,1.3,39.9,100.033437368,71.7,26.9,30.1,58.3,41,50.5,81.8,7.2,73.1,49.5,44.5,36.3,50.7,30.7,38.6,30.7,59.8,42.5,28.1,19.6,9.8,,4.44,27.1
Nola, Austin,543592,2022,0.329,0.320,89.4,12,35.4,2.4,6.7,30.3,26.3,32,2,39.7,98.960360608,63.1,8.7,20.5,33.8,66.2,47.5,67.5,7.7,91.3,52.5,44.9,14.4,42.8,42.1,33.3,24.6,58.6,42.4,24.2,27.3,6.1,,4.74,26.4
Rendon, Anthony,543685,2022,0.380,0.326,89.6,18.7,42.1,8.3,6.8,23.3,32.3,26.3,1.5,37.6,99.082562576,68.6,15,18.5,35.1,64.9,52.6,80,7.2,85,47.4,43.3,19.6,42.3,39.1,40.6,20.3,62.2,35.3,30.1,26.3,8.3,,4.69,26.2
Semien, Marcus,543760,2022,0.429,0.304,87.3,19.9,32.4,6.8,6.2,23.8,35.3,24.1,3.8,34.9,97.838624343,71.1,12.3,24.7,42.9,57.1,51.5,84.2,7.1,87.7,48.5,43.7,20.6,47.2,43.5,34,22.5,60.8,33.6,34,21.8,10.6,9,4.37,28.9
Springer III, George,543807,2022,0.472,0.340,88.7,13.9,31.8,8.4,7.2,22,25.8,31.8,4.5,42.3,101.320507081,77.4,21,25.6,49.3,50.7,51,86.4,7.1,79,49,42,28.2,50.9,45.7,32.3,22,62,44.3,24.4,21.8,9.6,2,4.37,28.3
Vazquez, Christian,543877,2022,0.399,0.315,87.9,10.7,36.1,5.1,3.6,28.9,24.1,36.7,1.2,36.4,97.833724337,66.5,11.8,31.9,28.5,71.5,50,73.7,7,88.2,50,43,17.2,49.2,28.3,44,27.7,64.6,45.2,22.6,25.9,6.3,,4.66,25.5
Wong, Kolten,543939,2022,0.430,0.338,87,14,33.5,5.4,6.3,21.2,26.6,34.4,5.7,35.5,97.674374503,64.2,13.2,22,40.4,57.8,50,71.4,8.2,85.7,50,41.4,20.2,43.1,41.8,33,25.2,55.6,43.6,23.5,25.2,7.7,,4.45,26.0
Gregorius, Didi,544369,2022,0.304,0.263,84.5,15.8,33.3,2.8,5,25.6,31.1,30,5,22.8,94.452718539,81.4,13,41.2,44.1,55.4,52,87.3,7.6,86.7,48,42.4,24,60.5,32.8,42.8,24.4,63.8,41.7,26.7,22.8,8.9,,4.38,27.3
Garcia, Leury,544725,2022,0.267,0.232,87,6.2,30,4.2,3.3,25,22.1,40,4.6,35.6,97.781782479,75.9,17.4,35.9,40.1,59.4,48.8,86,8.7,82.6,51.2,42.7,24.4,56.4,33.3,39.6,27.1,64.4,53.3,21.7,20.8,4.2,4,4.18,28.4
Vargas, Ildemaro,545121,2022,0.392,0.297,87,7.4,28.2,2.1,4.3,20.2,27.1,41,5.3,29.3,96.943626739,64.7,8.2,30.7,18.9,77,50,75.4,7.2,90.3,50,43.3,11.6,47.7,32.4,45.7,21.8,59.9,48.9,22.9,22.3,5.9,,4.48,27.1
Grichuk, Randal,545341,2022,0.425,0.299,90,8.7,27.3,6.8,6.6,18.9,24.4,38.6,3.9,43.6,101.601495926,69.5,14.2,32.7,45.8,54.2,51.4,74.3,6.9,85.8,48.6,42,24.7,50.6,33.9,40.2,26,59.3,50.4,26,18.1,5.5,,4.5,28.0
Stassi, Max,545358,2022,0.303,0.267,88.6,9.5,26,9.4,4.9,17.9,23.8,40.4,3.1,39.5,98.972653514,66.2,26.4,21.1,58.4,41.6,49.1,78.9,7.9,73.6,50.9,41.9,34,44.1,35.4,40.4,24.2,61.3,52,25.6,14.8,7.6,,4.86,25.6
Trout, Mike,545361,2022,0.630,0.369,91.6,24.6,37.7,19.7,7,20.7,34.3,15,3.3,51,104.135929733,64.8,24.2,22.6,46.9,53.1,50.6,70.2,6.7,75.8,49.4,44.1,30.2,43.4,40,33.7,26.3,55.8,25,44.7,21.3,9,27,4.3,29.4
Herrera, Odubel,546318,2022,0.378,0.279,86.9,4,24.3,4.9,3.5,22.2,20.8,40.3,6.3,37.5,99.933778143,68.6,10.1,38.5,46,54,52.9,71.7,7.2,89.1,47.1,40.8,24,52.6,38.2,26.4,35.4,59.4,57.6,17.4,17.4,7.6,1,4.28,26.9
Almora Jr., Albert,546991,2022,0.349,0.281,84,6.7,29.8,1.8,4.1,25.1,21.6,37.4,7.6,25.4,95.828660964,67.8,17,36.4,34.4,65,51.9,84,6,83,48.1,42.6,23.6,51.5,42.1,37.4,20.5,57,50.9,18.1,23.4,7.6,,4.45,27.6
Harper, Bryce,547180,2022,0.514,0.364,92.1,11.8,37.2,12.8,6.2,26.6,21.4,29,3.8,47.9,102.954593636,82.1,19.2,35.7,44.8,53.3,55.8,87.6,5.6,80.1,44.2,41.9,28.2,56.2,37.9,36.2,25.9,65,42.1,25.9,29.7,2.4,,4.4,27.6
Abreu, Jose,547989,2022,0.446,0.378,92.2,8,34.5,9.5,7.7,26.7,19,33.9,2.8,51.8,102.953606518,66.1,14.7,29.8,41,59,51.7,73.1,8.2,85.3,48.3,41.9,23.2,47.3,34.5,39.2,26.3,57.7,47.7,24,25.1,3.2,,4.65,26.0
Diaz, Elias,553869,2022,0.368,0.281,88.4,11.1,28.3,5.9,5.1,23.2,25.7,35.7,2.6,39.3,100.058292985,72.6,12.9,33,42.2,57.8,52.6,81.1,7.3,87.1,47.4,41.8,22.7,51.8,32.4,41.2,26.5,63.3,47.8,22.8,21,8.5,,4.64,26.1
Narvaez, Omar,553882,2022,0.305,0.291,84.7,17.7,36.7,2.4,4.8,24.2,35.3,27.5,5.3,18.4,94.078356176,73.5,18.5,27.8,35.5,64.5,51.4,81,7.1,81.3,48.6,44.2,23.4,50,37.7,34.3,28,60.3,36.2,34.8,24.2,4.8,,4.99,24.1
Suarez, Eugenio,553993,2022,0.459,0.332,89.8,19.9,36.4,14.8,7.4,20.5,29,24.4,3.7,43.5,100.691818466,63.6,24,21.5,58.1,41.9,51.7,74,7.9,76,48.3,41.8,33.1,41.8,44.3,31.3,24.4,60.9,34.1,39.2,20.7,6,,4.82,25.7
Urshela, Gio,570482,2022,0.429,0.338,88.9,11.8,38.6,7,6.6,26.9,24.5,31.1,2.9,37.6,99.120552402,71.2,15.4,36,32.6,67.4,51.5,80.4,7.8,84.6,48.5,42.3,21.4,53.1,33.3,39.8,26.9,64.9,41.7,23.8,30.1,4.4,,4.54,25.8
Schoop, Jonathan,570731,2022,0.322,0.239,87,9.7,29.1,4.8,6.6,22,23.8,36.8,5,38.6,99.967628556,75.2,18.8,36.8,46.4,53.6,51.3,76.6,6.9,81.2,48.7,41.6,28.2,55.5,37,39.9,23,64.4,45.2,20.6,24.3,9.8,,4.61,27.0
Arenado, Nolan,571448,2022,0.533,0.358,88.7,21.7,35.4,8.2,7.8,23.5,36.4,21.5,2.5,38.9,99.558566721,66.9,11.7,32.6,31.9,68.1,54.1,70.6,6.6,88.3,45.9,41,19.1,48.4,45.2,34.8,20,61.3,30.5,29,26.2,14.3,,4.73,25.5
Barnhart, Tucker,571466,2022,0.267,0.286,84.5,10.1,30.3,1.9,2.9,22.6,27.4,38.9,5.3,26,95.275826176,65.7,14.8,25.2,44.1,55.9,48.3,73.3,7.3,85,51.7,45.2,22.5,46.2,34.1,37,28.8,65.9,54.3,17.3,21.6,6.7,,4.88,23.8
Farmer, Kyle,571657,2022,0.386,0.314,85.5,12.7,37.7,4.4,6.9,26,23,32.4,6.7,33.8,97.050252093,64.7,10.3,36.3,34.3,65.2,51.2,71.6,7.9,89.7,48.8,43.3,19.2,50.3,39.1,35.4,25.5,63.1,45.3,23.4,25.5,5.7,,4.58,26.8
Haniger, Mitch,571745,2022,0.429,0.308,91.9,18.2,31.1,11.8,8.1,21.7,30.4,25.5,2.5,47.2,101.996690741,65.7,19.8,26.4,52.6,47.4,51.4,68.1,6.9,80.2,48.6,40.2,29.6,45.5,44.1,32.9,23,58.9,37.3,29.2,23,10.6,,4.6,26.9
Hernandez, Enrique,571771,2022,0.338,0.291,87.8,17.1,33.3,5.8,3.4,25.5,33.3,27.9,3.7,35,98.74127898,70.7,14.5,27.2,47.9,52.1,53,86.5,6.4,85.3,47,41.5,24.6,47.7,43.9,33.7,22.4,54.7,39.8,22.1,23.5,14.6,,4.57,26.9
Maile, Luke,571912,2022,0.326,0.301,84.5,17,33.8,5.4,6.9,23.8,31.5,26.2,6.2,25.4,95.943675231,65,19.6,24.3,50,50,49.2,76.1,8.6,80.4,50.8,42.3,27.6,44.9,38.5,40,21.5,60.7,37.7,32.3,20.8,9.2,,4.74,25.5
